Description R1	Best V hit	Best D hit	Best J hit
-717677941239038050	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-4119908167715632713	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
3216005814993094658	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
6498821719068247541	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
6991933576140424472	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
768109346035869097	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
1716881073913649724	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
1253949559107283101	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
8572451734935836545	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
1713853669834494275	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
-6414009202528196340	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
9092811233014179659	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
-1192699411961940429	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
2534201292148175066	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
-4861001930200762621	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
3070274471307679602	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
-4393076693320175527	IGHV3-48*00	IGHD5-24*00	IGHJ6*00
-205767041304542138	IGHV3-48*00	IGHD3-10*00	IGHJ6*00
7505415601891804980	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
3797265935371022168	IGHV3-48*00	IGHD3-3*00	IGHJ6*00
4317341899368568833	IGHV3-48*00	IGHD3-10*00	IGHJ6*00
-573223598569983310	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
-5250580483187802166	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
7943070303919837037	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
8317465268395346948	IGHV3-48*00	IGHD2-15*00	IGHJ6*00
-1587221275736843343	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
-5662667500861484626	IGHV3-48*00	IGHD2-8*00	IGHJ6*00
-4425645003554658754	IGHV3-48*00	IGHD3-10*00	IGHJ6*00
-7886471745194790571	IGHV3-48*00	IGHD3-10*00	IGHJ6*00
7250854917409002573	IGHV3-48*00	IGHD4-23*00	IGHJ6*00
-6670589690261568461	IGHV3-48*00	IGHD3-3*00	IGHJ6*00
7156022544537192728	IGHV3-48*00	IGHD4-23*00	IGHJ6*00
4915578723338198565	IGHV3-48*00	IGHD2-15*00	IGHJ6*00
-3359360501588548928	IGHV3-48*00	IGHD4-23*00	IGHJ6*00
2312332381773181231	IGHV3-48*00	IGHD3-3*00	IGHJ6*00
6548182731677042001	IGHV3-48*00	IGHD1-26*00	IGHJ6*00
2348878855823596627	IGHV3-23*00	IGHD6-6*00	IGHJ6*00
383489290336549470	IGHV3-48*00	IGHD1-26*00	IGHJ6*00
-7238342249283667404	IGHV6-1*00	IGHD6-6*00	IGHJ6*00
8738795832747778703	IGHV3-48*00	IGHD3-16*00	IGHJ6*00
-3104531098289988802	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
2636620408731264210	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
39716623121740978	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
-9058453516680109460	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
6060651333439927314	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
7786422083490653647	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
6806070587453022879	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
7058226234047679481	IGHV3-23*00	IGHD3-9*00	IGHJ4*00
2655721767776154269	IGHV3-15*00	IGHD6-13*00	IGHJ6*00
-5417475810411456906	IGHV3-15*00	IGHD6-13*00	IGHJ6*00
4654358591455756934	IGHV3-15*00	IGHD5-24*00	IGHJ6*00
9132682561897323457	IGHV3-15*00	IGHD5-24*00	IGHJ2P*00
-1331773801486544257	IGHV3-15*00	IGHD1-1*00	IGHJ6*00
6511728900339471490	IGHV4-31*00		IGHJ6*00
-2278416002315570295	IGHV4-31*00		IGHJ6*00
2007872891282586813	IGHV4-31*00		IGHJ6*00
-3375164107986927522	IGHV4-31*00	IGHD2-2*00	IGHJ6*00
7723984072584929875	IGHV4-31*00	IGHD1-1*00	IGHJ6*00
-8783683444201819310	IGHV4-31*00		IGHJ6*00
-7039360043697802191	IGHV4-31*00		IGHJ6*00
-4996720698729714469	IGHV4-31*00		IGHJ6*00
-5423112780144219632	IGHV4-31*00		IGHJ6*00
7906595140138166542	IGHV3-23*00	IGHD2-2*00	IGHJ4*00
-3408707569029313853	IGHV3-23*00	IGHD2-2*00	IGHJ4*00
-4344404210394598849	IGHV3-23*00	IGHD2-2*00	IGHJ4*00
7539098549757692109	IGHV3-23*00	IGHD4-23*00	IGHJ4*00
-7321061047183384293	IGHV3-23*00	IGHD1-1*00	IGHJ4*00
-3691459089089982782	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
3268269330155728941	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-7110485797524236383	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-9178287978773519411	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-4983172351530418014	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
4453253013105475409	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
6713872598419817766	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-3620694159036038166	IGHV3-23*00		IGHJ1P*00
-8443234820691931306	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-5994157452707746510	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
4726732644722784670	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-5632980006700706078	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-1963561752280265021	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
8868555243586222250	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
2810003309371997892	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-2143223255211292486	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
4946895153643734774	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
3550290199508850541	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-3368907915789847050	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-1755272592803663825	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-8943710725772608586	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
7082528718711075242	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-4424911666987739507	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
3410709484572664609	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
5201761552646401578	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-8277564000663364106	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-7783626756280709678	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
5311228968572680068	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
8964670461596243653	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-196438799831955426	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-4173864479376235496	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-3624236027831064282	IGHV3-23*00	IGHD3-10*00	IGHJ4*00
-5409198714041379407	IGHV1-2*00	IGHD3-22*00	IGHJ2P*00
3930768784254162489	IGHV1-2*00		IGHJ1P*00
-6271707032183620938	IGHV1-2*00	IGHD4-23*00	IGHJ2P*00
-4969196308789251097	IGHV1-2*00	IGHD3-22*00	IGHJ2P*00
-4608469158369237937	IGHV1-2*00	IGHD3-22*00	IGHJ2P*00
3086287613631222518	IGHV1-2*00	IGHD3-22*00	IGHJ2P*00
-326071286539519360	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
412319250401516190	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
-6341991466291547953	IGHV3-53*00		IGHJ3*00
3090019203365011793	IGHV3-53*00	IGHD4-11*00	IGHJ6*00
4040478460629870075	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
614540119611752889	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
1277618921648908217	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
3621710630747221971	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
-4575127009829418238	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
-1745772198575938907	IGHV3-53*00	IGHD3-16*00	IGHJ6*00
8933351542852985317	IGHV3-53*00	IGHD2-15*00	IGHJ6*00
2046703539791085801	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
-5716220632443770934	IGHV3-53*00	IGHD2-21*00	IGHJ6*00
8319791686954325643	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
2276631565632290129	IGHV3-53*00	IGHD2-21*00	IGHJ3*00
8430753833160271898	IGHV3-53*00	IGHD3-22*00	IGHJ5*00
-8761021837040900661	IGHV3-53*00	IGHD3-22*00	IGHJ5*00
-1687302532694042860	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
193263359066132964	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
3548613761573385110	IGHV3-53*00	IGHD5-12*00	IGHJ6*00
1294561870373504282	IGHV3-66*00		IGHJ1*00
-3128443618659391362	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
4482869752622749241	IGHV3-53*00	IGHD4-23*00	IGHJ5*00
-8775357310909548742	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
6557954861249873422	IGHV3-53*00	IGHD3-22*00	IGHJ5*00
-1429545386298910045	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
-5427193100021401830	IGHV3-53*00	IGHD3-22*00	IGHJ6*00
6302252615066540965	IGHV3-64*00	IGHD6-25*00	IGHJ4*00
6939395660683045291	IGHV3-64*00	IGHD2-2*00	IGHJ5*00
-5770569308973686526	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
3219116849735429786	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
2980659232280833446	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
8080335999749651891	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
-2120714702675797475	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
-8906888085881502334	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
-2213564943902856014	IGHV3-64*00	IGHD1-1*00	IGHJ4*00
-2222434109541992029	IGHV3-64*00	IGHD5-24*00	IGHJ5*00
-5459347320687526154	IGHV3-22*00	IGHD3-10*00	IGHJ6*00
6889552901169920630	IGHV3-22*00	IGHD3-10*00	IGHJ6*00
-4548213578433786277	IGHV3-64*00	IGHD3-3*00	IGHJ4*00
6101851580145107704	IGHV3-64*00	IGHD3-3*00	IGHJ4*00
-4538406152187477616	IGHV3-64*00	IGHD3-3*00	IGHJ4*00
-1408139214038861462	IGHV3-64*00	IGHD3-3*00	IGHJ4*00
-4959261627604653472	IGHV3-64*00	IGHD3-3*00	IGHJ4*00
-5532600177283822825	IGHV3-64*00	IGHD3-3*00	IGHJ4*00
-7973096325823418925	IGHV3-49*00	IGHD2-8*00	IGHJ6*00
6795416417371893674	IGHV3-49*00	IGHD2-2*00	IGHJ6*00
8992792101958829107	IGHV3-49*00	IGHD3-3*00	IGHJ5*00
5363168646752698577	IGHV3-49*00	IGHD3-3*00	IGHJ5*00
6336164765620560105	IGHV3-49*00	IGHD2-8*00	IGHJ6*00
3268826020441013524	IGHV3-49*00	IGHD2-21*00	IGHJ6*00
-2264776011002824380	IGHV3-49*00	IGHD4-11*00	IGHJ6*00
5006312862208676210	IGHV3-49*00	IGHD2-8*00	IGHJ6*00
7697940905349639333	IGHV3-49*00	IGHD2-21*00	IGHJ6*00
1826944065426263818	IGHV3-49*00	IGHD3-22*00	IGHJ2*00
-3703422053567389022	IGHV3-23*00	IGHD3-3*00	IGHJ4*00
3990423037067167287	IGHV3-23*00	IGHD2-21*00	IGHJ5*00
4468543817132212129	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-1807301014249712034	IGHV3-23*00	IGHD3-3*00	IGHJ2P*00
8203414020808547345	IGHV3-23*00	IGHD6-13*00	IGHJ5*00
1409244464423929423	IGHV3-23*00	IGHD1-26*00	IGHJ5*00
-2215550643028947974	IGHV3-23*00	IGHD6-13*00	IGHJ5*00
6316368808357985000	IGHV3-23*00	IGHD6-25*00	IGHJ4*00
3948826600965684112	IGHV3-23*00	IGHD3-3*00	IGHJ2*00
197147135503754797	IGHV3-23*00	IGHD3-3*00	IGHJ4*00
-5530162994745085809	IGHV3-23*00	IGHD3-3*00	IGHJ4*00
7165164768184554245	IGHV3-23*00	IGHD1-7*00	IGHJ5*00
6909667635517401330	IGHV3-23*00	IGHD3-3*00	IGHJ2P*00
-5172688435205562396	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-4072467187961192498	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
5308866737216850184	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-8501934678520606930	IGHV3-23*00	IGHD2-8*00	IGHJ6*00
-4207218069278185567	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
6958319161999089933	IGHV3-23*00	IGHD4-23*00	IGHJ6*00
6938259657527745292	IGHV3-23*00	IGHD4-23*00	IGHJ6*00
-794940318731481151	IGHV3-23*00	IGHD5-12*00	IGHJ6*00
766722295849697824	IGHV3-23*00	IGHD5-12*00	IGHJ6*00
-7728594622421022601	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-3875671131686383554	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-6535157349406994221	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-2241081119570938006	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
2183856855487153755	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
7260561332177593208	IGHV3-23*00	IGHD4-23*00	IGHJ6*00
7255244842605627999	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-6895166546415878689	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
8725090819702206810	IGHV3-23*00	IGHD2-21*00	IGHJ6*00
5984353229065343011	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
-1396720487768438730	IGHV3-23*00	IGHD3-3*00	IGHJ6*00
623150591353280511	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
-4440835630371075427	IGHV3-30*00	IGHD5-18*00	IGHJ6*00
5214116472179152143	IGHV3-30*00	IGHD2-8*00	IGHJ2P*00
992570511291682438	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
3688370544039685564	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
-4315601332370886915	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
-1700064774223592066	IGHV3-30*00		IGHJ6*00
1537345857459206682	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
-350626185296209332	IGHV3-30*00	IGHD6-19*00	IGHJ3*00
7305734276934503011	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
7809667301715128123	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
3963885954386645649	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
-4272327319976577680	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
702440921224781544	IGHV3-64*00	IGHD2-2*00	IGHJ4*00
-6837328032703158753	IGHV3-49*00	IGHD3-22*00	IGHJ2*00
-2258865650758078378	IGHV3-49*00	IGHD3-22*00	IGHJ2*00
5962136132321001260	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
2309376586209518993	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-3846584903872528574	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
4698553344302082348	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
-6431828638041046965	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
626499500306973791	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
-6042651180473978501	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
2727738369322989560	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
-1511683864336436662	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
-2051540622149986128	IGHV3-73*00	IGHD5-12*00	IGHJ4*00
7520973511707732836	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
-6509144393524164971	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
-1604853118591667937	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
3493141081617938697	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
8870109999931212243	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
4560793741545613782	IGHV3-7*00	IGHD3-10*00	IGHJ4*00
4846138578580725767	IGHV4-31*00	IGHD6-13*00	IGHJ4*00
1093630189827375099	IGHV4-31*00	IGHD6-13*00	IGHJ4*00
-6467728377973499568	IGHV4-31*00	IGHD6-13*00	IGHJ4*00
-6530751523948056498	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
8999899854425004122	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
5968495843454168392	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-6250209854268313569	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
1402713343656562189	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-733709043619835875	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-716206959558746255	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-1521214977873659653	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
6543913111973500976	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-6887639782699873859	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-1662807565346041710	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-8426866338813444580	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-5245781170758869855	IGHV3-7*00	IGHD2-21*00	IGHJ6*00
-8574321988857329375	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
7819946543303212400	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
443078109813716550	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-7305566489129840213	IGHV3-30*00	IGHD3-3*00	IGHJ5*00
2606999917414076190	IGHV3-30*00	IGHD3-3*00	IGHJ5*00
-416709625929382406	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
7075654293674588537	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
2544511927333428684	IGHV1-46*00	IGHD3-10*00	IGHJ5*00
9145707188789392631	IGHV1-46*00	IGHD1-7*00	IGHJ5*00
2907725572787865879	IGHV1-46*00	IGHD3-10*00	IGHJ2P*00
5500781357672649473	IGHV1-46*00	IGHD3-10*00	IGHJ4*00
-9128329634178975771	IGHV1-46*00	IGHD3-10*00	IGHJ2P*00
-7901990495019570443	IGHV1-46*00	IGHD3-10*00	IGHJ5*00
8042136665278203777	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
2748968108567682579	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
1445106760050898839	IGHV3-22*00	IGHD2-2*00	IGHJ6*00
3762745568301316443	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
3527286661155973806	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
1658002442797452828	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
6254354432927921570	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
-4991329058878103047	IGHV3-22*00	IGHD4-23*00	IGHJ6*00
5904467665052840539	IGHV3-7*00		IGHJ6*00
-3780564819942040220	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
-1907704546978331296	IGHV3-22*00	IGHD2-15*00	IGHJ6*00
-5062363278239464718	IGHV3-30*00	IGHD3-9*00	IGHJ4*00
5581108841099686316	IGHV3-30*00	IGHD3-9*00	IGHJ4*00
506931951761980640	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
1776032546482956857	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
-3314297688236887113	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
-7199279166094235764	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
8160252499095610168	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
-5870933690748686666	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
-2259185858783081082	IGHV3-20*00	IGHD4-11*00	IGHJ6*00
6418456868334672163	IGHV1-58*00	IGHD3-10*00	IGHJ4*00
464251809992957589	IGHV1-58*00	IGHD3-16*00	IGHJ4*00
2329720813308623928	IGHV1-58*00	IGHD3-16*00	IGHJ4*00
-3549736988530676606	IGHV1-58*00	IGHD3-10*00	IGHJ5*00
-1419062952850163064	IGHV1-58*00	IGHD3-10*00	IGHJ4*00
379722286566773022	IGHV1-58*00	IGHD3-10*00	IGHJ4*00
3911351748143806135	IGHV1-58*00	IGHD3-10*00	IGHJ5*00
-6995889120082425362	IGHV1-58*00	IGHD3-10*00	IGHJ4*00
7525065159695714695	IGHV1-58*00	IGHD3-10*00	IGHJ5*00
-5270124654563012088	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-3654234777213750277	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-3636902963700215317	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
7808492250797213976	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-3459932865746782935	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
9154444569079865582	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
5020121200841842188	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-895824781426674830	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
1360291708011132488	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-8323508802612542085	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
3429904676205990132	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-4235454469505629406	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
2831602815410441860	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
7835147812281248657	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
3746756709072704318	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-3644323556596253739	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
2174056545251566253	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-2526715069448031779	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
7630154456525528241	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-7677080132425781357	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-1988201468713646293	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-819999097580103996	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
8116678949372642653	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
3252795304083690676	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
8271264927722016998	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-7011220827826087666	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
5251055478100253337	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
3581339877492484301	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-2336334453654553531	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-4265389889465425218	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-3899186504379647318	IGHV3-23*00	IGHD3-10*00	IGHJ2P*00
7792065295603745574	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
8574818200580171875	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
5933698065173508194	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
938351653783932576	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
1887958282655552026	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-842950054759612318	IGHV1-69*00	IGHD3-9*00	IGHJ4*00
7493324985443242735	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-8445367709951130040	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-4179024476080082520	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
7308053277937807341	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-3239271500999067434	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
3500123961375878156	IGHV1-69*00	IGHD3-22*00	IGHJ4*00
969379948547338415	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-3318367740077035798	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-7779177162920525253	IGHV1-69*00	IGHD3-9*00	IGHJ4*00
-7564424238885273395	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
1228626709559727159	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-7769476861897042363	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-5733208538339144565	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-628101496246637642	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
13460610693581276	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-1256873619739187425	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
1816328378274819834	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-7075337182805330266	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-7769487309868818821	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-3198193306043991305	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-1393657992556707137	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
7461941260013297699	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-1593649597388261502	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-6334462350651518327	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
1651171521619145462	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
6206189166591809821	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-7921291541635669718	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-1580552306314729287	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
7369851343409797979	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-6189821250026916735	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-2213913584796198225	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
5510424843482164833	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-4082901353430690410	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
3636478965523672580	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-4889145823696996811	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-6554356734232336205	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-2758257034435736782	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
2439638584254336565	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
1957209060938089294	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-1280920303959594510	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
6542089212207562998	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
6091698151729945539	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-6852133766828443130	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
3498369522832015393	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-4683146467928377431	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-2444432096249478254	IGHV3-64*00	IGHD3-22*00	IGHJ4*00
-6608598714763887571	IGHV3-64*00	IGHD3-22*00	IGHJ4*00
6978662373345685909	IGHV3-49*00	IGHD6-13*00	IGHJ4*00
-6534967884312857741	IGHV3-49*00	IGHD6-13*00	IGHJ4*00
-5122679374051132316	IGHV3-49*00	IGHD6-13*00	IGHJ4*00
6824406873494711948	IGHV3-49*00	IGHD6-13*00	IGHJ4*00
373759180760618688	IGHV3-74*00	IGHD3-9*00	IGHJ6*00
9065707317340390279	IGHV3-74*00	IGHD4-23*00	IGHJ6*00
1258466749718072794	IGHV3-74*00	IGHD3-3*00	IGHJ6*00
2061943089640867854	IGHV3-74*00	IGHD3-9*00	IGHJ6*00
-7017928056104705776	IGHV3-74*00	IGHD4-23*00	IGHJ6*00
-4426962483937091219	IGHV3-74*00		IGHJ6*00
